Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
760,60,RL,65.0,9.413934064045677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,64.0,1198,1318.0,GasA,Ex,Y,SBrkr,1328.0,1203.0,0,2531.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752.0,TA,TA,Y,222.0,98.0,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,12.577639650232573
761,20,RL,70.0,9.116139576577355,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0,864.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2008,Unf,1,300.0,Ex,Ex,Y,0.0,0.0,0,0,0,0,NA,NA,Shed,450,10,2009,WD,Normal,11.755879486687116
762,30,RM,60.0,8.841014310483892,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740,1145.0,GasA,TA,Y,SBrkr,1301.0,0.0,0,1301.0,0,0,1,0,2,1,Fa,5,Min1,0,NA,Detchd,1965,Unf,2,440.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,11.51293546492023
763,60,FV,72.0,9.0642735958414,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732,756.0,GasA,Ex,Y,SBrkr,764.0,783.0,0,1547.0,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009,Unf,2,614.0,TA,TA,Y,169.0,45.0,0,0,0,0,NA,NA,NA,0,6,2010,Con,Normal,12.279327754099118
764,60,RL,82.0,9.151757414543885,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,645.3112433620423,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89,1252.0,GasA,Ex,Y,SBrkr,1268.0,1097.0,0,2365.0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856.0,TA,TA,Y,0.0,128.0,0,0,180,0,NA,NA,NA,0,7,2009,WD,Normal,12.727841176689147
765,120,RL,30.0,9.164296433474776,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,530.5071334881184,0,1494.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0,1494.0,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481.0,TA,TA,Y,0.0,30.0,0,0,216,0,NA,NA,NA,0,4,2006,WD,Normal,12.506180941677357
766,20,RL,75.0,9.58795455192857,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498,1498.0,GasA,Ex,Y,SBrkr,1506.0,0.0,0,1506.0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592.0,TA,TA,Y,0.0,174.0,0,0,0,0,NA,NA,NA,0,8,2008,New,Partial,12.484208043148733
767,60,RL,80.0,9.25167423546916,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586,980.0,GasA,TA,Y,SBrkr,980.0,734.0,0,1714.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496.0,TA,TA,Y,228.0,66.0,156,0,0,0,NA,MnPrv,Shed,500,3,2010,WD,Normal,12.188422799337028
768,50,RL,75.0,9.434203664214742,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323,983.0,GasA,Ex,Y,SBrkr,983.0,767.0,0,1750.0,1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,1989,Unf,1,423.0,TA,TA,Y,245.0,0.0,156,0,0,0,NA,NA,Shed,1300,7,2008,WD,Normal,11.982935344196433
769,20,RL,70.0,9.116139576577355,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1836,1860.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0,1836.0,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484.0,TA,TA,Y,120.0,33.0,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,12.28690580994122
770,60,RL,47.0,10.476470469936048,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234,1650.0,GasA,Ex,Y,SBrkr,1690.0,1589.0,0,2829.1646571881433,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841.0,TA,TA,Y,470.2609036031175,36.0,0,0,210,0,NA,NA,NA,0,6,2010,WD,Normal,12.846684848231634
771,85,RL,71.0,8.889170455363413,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685.0,Unf,0.0,173,858.0,GasA,TA,Y,SBrkr,858.0,0.0,0,858.0,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1983,Unf,2,576.0,TA,TA,Y,120.0,0.0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,11.812296455066814
772,20,RL,67.0,9.09133158539398,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0,836.0,GasA,TA,Y,FuseF,1220.0,0.0,0,1220.0,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1951,Unf,2,396.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,4,2006,COD,Normal,11.532737896139919
773,80,RL,94.0,8.964439833539357,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,127.0,480,1029.0,GasA,TA,Y,SBrkr,1117.0,0.0,0,1117.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976,Unf,2,672.0,TA,TA,Y,144.0,0.0,0,0,0,0,NA,MnPrv,NA,0,3,2010,WD,Abnorml,11.580593459194764
774,20,RL,70.0,9.225327501784431,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456,912.0,GasA,Ex,Y,FuseA,912.0,0.0,0,912.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1958,RFn,1,275.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,11.648338835562747
775,20,RL,110.0,9.562896846651167,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1935,1935.0,GasA,Gd,Y,SBrkr,1973.0,0.0,0,1973.0,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006,Fin,3,895.0,TA,TA,Y,315.0,45.0,0,0,0,0,NA,NA,NA,0,7,2007,New,Partial,12.846684848231634
776,120,RM,32.0,8.412054873292933,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866.0,Unf,0.0,338,1204.0,GasA,Ex,Y,SBrkr,1204.0,0.0,0,1204.0,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,412.0,TA,TA,Y,0.0,245.42835700255188,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,11.995357787034976
777,20,RL,86.0,9.324650718153594,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1594,1614.0,GasA,Ex,Y,SBrkr,1614.0,0.0,0,1614.0,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,865.0,TA,TA,Y,144.0,59.0,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,12.308182383129823
778,20,RL,100.0,9.499346567390095,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762.0,Unf,0.0,102,864.0,GasA,TA,Y,SBrkr,894.0,0.0,0,894.0,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974,Unf,2,440.0,TA,TA,Y,241.0,0.0,0,0,0,0,NA,MnPrv,NA,0,6,2006,WD,Normal,11.86710429621008
779,90,RH,60.0,9.036106025364846,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,GasA,TA,Y,SBrkr,2020.0,0.0,0,2020.0,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977,Unf,2,630.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,11.87757552297847
780,90,RL,78.0,9.262078567380597,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975.0,Unf,0.0,0,975.0,GasA,TA,Y,SBrkr,1004.0,0.0,0,1004.0,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1977,Unf,2,504.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,11.813037464800539
781,20,RL,63.0,8.971575439759016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1237,1237.0,GasA,Gd,Y,SBrkr,1253.0,0.0,0,1253.0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995,Fin,2,402.0,TA,TA,Y,220.0,21.0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,12.07824495582233
782,60,RL,65.0,8.875426919818963,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387.0,Unf,0.0,374,761.0,GasA,Ex,Y,SBrkr,810.0,793.0,0,1603.0,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1992,RFn,2,484.0,TA,TA,Y,0.0,124.0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,12.077676615757813
783,20,RL,67.0,9.698061122027077,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413,1413.0,GasA,Ex,Y,SBrkr,1430.0,0.0,0,1430.0,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,605.0,TA,TA,Y,0.0,33.0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.139403856983334
784,85,RL,73.0,9.116249448576587,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097.0,Unf,0.0,0,1097.0,GasA,Ex,Y,SBrkr,1110.0,0.0,0,1110.0,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978,Fin,2,602.0,TA,TA,Y,303.0,30.0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,12.016732516077072
785,75,RM,35.0,8.748463629942055,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,742,742.0,GasA,Ex,Y,SBrkr,742.0,742.0,0,1484.0,0,0,2,0,3,1,TA,9,Typ,1,Gd,NA,1980,NA,0,0.0,NA,NA,Y,0.0,245.42835700255188,134,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,11.759793355371237
786,20,RL,80.0,9.189218875354072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251.0,LwQ,530.5071334881184,491,1372.0,GasA,TA,Y,SBrkr,1342.0,0.0,0,1342.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967,Unf,2,457.0,TA,TA,Y,0.0,0.0,0,0,197,0,NA,NA,NA,0,9,2009,WD,Normal,11.992266613576142
787,50,RM,60.0,9.287394001418473,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,Unf,0.0,0,686.0,GasA,TA,Y,SBrkr,966.0,686.0,0,1652.0,1,0,2,0,4,1,TA,7,Typ,0,NA,Detchd,1961,Unf,1,416.0,TA,TA,Y,0.0,0.0,196,0,0,0,NA,NA,Shed,1200,6,2010,WD,Normal,11.842236406331555
788,60,RL,76.0,9.224539091375995,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300,956.0,GasA,Ex,Y,SBrkr,956.0,1128.0,0,2084.0,1,0,2,1,4,1,Gd,8,Typ,0,NA,BuiltIn,2004,RFn,2,618.0,TA,TA,Y,0.0,45.0,0,0,0,0,NA,NA,NA,0,1,2010,WD,Normal,12.358798024384122
789,20,RM,50.0,8.699681400989514,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,901,901.0,GasA,Ex,Y,SBrkr,901.0,0.0,0,901.0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1954,Unf,1,281.0,Fa,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,11.588969419043872
790,60,RL,80.0,9.40968291310444,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,264,832.0,GasA,Gd,Y,SBrkr,976.0,1111.0,0,2087.0,0,0,2,1,5,1,Gd,9,Typ,0,NA,Attchd,1966,Fin,2,444.0,TA,TA,Y,133.0,168.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,12.141539457711714
791,120,RL,43.0,8.065579427282092,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1129,1145.0,GasA,Ex,Y,SBrkr,1145.0,0.0,0,1145.0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005,Fin,2,397.0,TA,TA,Y,100.0,16.0,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,11.984184555794167
792,80,RL,73.0,9.335562336729565,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539.0,Unf,0.0,490,1029.0,GasA,TA,Y,SBrkr,1062.0,0.0,0,1062.0,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976,RFn,2,539.0,TA,TA,Y,120.0,0.0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,11.896833207128452
793,60,RL,92.0,9.202409001649903,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862.0,Unf,0.0,255,1117.0,GasA,Ex,Y,SBrkr,1127.0,886.0,0,2013.0,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997,Unf,2,455.0,TA,TA,Y,180.0,130.0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,12.505402864156405
794,20,RL,76.0,9.122492281402987,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1496,1496.0,GasA,Ex,Y,SBrkr,1496.0,0.0,0,1496.0,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,474.0,TA,TA,Y,168.0,130.0,0,0,0,0,NA,NA,NA,0,6,2007,New,Partial,12.323860125621126
795,60,RL,65.0,9.290352309945568,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,712,712.0,GasA,Ex,Y,SBrkr,1086.0,809.0,0,1895.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,409.0,TA,TA,Y,143.0,46.0,0,0,0,0,NA,NA,Shed,500,10,2008,WD,Normal,12.178192583415596
796,60,RL,70.0,9.036106025364846,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650,650.0,GasA,TA,Y,SBrkr,888.0,676.0,0,1564.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,476.0,TA,TA,Y,0.0,50.0,0,0,204,0,NA,MnPrv,NA,0,4,2010,WD,Normal,12.049424683420915
797,20,RL,71.0,9.011645501064283,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,660,660.0,GasA,Ex,Y,SBrkr,1285.0,0.0,0,1285.0,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,528.0,TA,TA,Y,138.0,0.0,0,0,0,0,NA,MnPrv,NA,0,4,2007,WD,Normal,11.874097282798648
798,20,RL,57.0,8.946114375560743,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,203,773.0,GasA,Gd,Y,SBrkr,773.0,0.0,0,773.0,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1953,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Abnorml,11.608244735642321
799,60,RL,104.0,9.511851382364405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,645.3112433620423,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1926,1926.0,GasA,Ex,Y,SBrkr,1966.0,1174.0,0,2829.1646571881433,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009,Fin,3,820.0,TA,TA,Y,144.0,78.0,0,0,0,0,NA,NA,NA,0,7,2009,New,Partial,12.846684848231634
800,50,RL,60.0,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0.0,162,731.0,GasA,Ex,Y,SBrkr,981.0,787.0,0,1768.0,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939,Unf,1,240.0,TA,TA,Y,0.0,0.0,264,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,12.07254696717504
801,60,RL,79.0,9.457122321855792,Pave,NA,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154,616.0,GasA,Gd,Y,SBrkr,616.0,1072.0,0,1688.0,1,0,2,1,4,1,Gd,8,Typ,0,NA,Attchd,1997,RFn,2,603.0,TA,TA,Y,403.0,114.0,185,0,0,0,NA,NA,Shed,400,5,2008,WD,Normal,12.206077645517674
802,30,RM,40.0,8.476579508530941,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197.0,Unf,0.0,999,1196.0,GasA,Ex,Y,FuseA,1196.0,0.0,0,1196.0,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,2,440.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,11.60733523953139
803,60,RL,63.0,9.011889433252344,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0.0,80,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0,1456.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,410.0,TA,TA,Y,36.0,18.0,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,12.149507585033072
804,60,RL,107.0,9.539068413863964,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1734,1734.0,GasA,Ex,Y,SBrkr,1734.0,1088.0,0,2822.0,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009,RFn,3,1020.0,TA,TA,Y,52.0,170.0,0,0,192,0,NA,NA,NA,0,1,2009,New,Partial,12.846684848231634
805,20,RL,75.0,9.105090961257085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0.0,124,936.0,GasA,TA,Y,SBrkr,1128.0,0.0,0,1128.0,0,0,1,0,2,1,TA,5,Min1,0,NA,Attchd,1954,Unf,1,286.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,GdWo,NA,0,6,2006,WD,Family,11.678448377988165
